HHID,HV000,HV001,HV002,HV003,HV004,HV005,HA35
      123108,ET6,123,108,1,123,1880220,
      123109,ET6,123,109,1,123,1880220,0
      123169,ET6,123,169,3,123,1880220,0
      123210,ET6,123,210,1,123,1880220,0
      123234,ET6,123,234,1,123,1880220,
      123247,ET6,123,247,1,123,1880220,
      123310,ET6,123,310,1,123,1880220,0
      123337,ET6,123,337,1,123,1880220,0
      123340,ET6,123,340,1,123,1880220,
      123380,ET6,123,380,1,123,1880220,0
      123392,ET6,123,392,1,123,1880220,0
      123436,ET6,123,436,1,123,1880220,
      123555,ET6,123,555,1,123,1880220,0
      123556,ET6,123,556,1,123,1880220,
      123570,ET6,123,570,2,123,1880220,0
      123583,ET6,123,583,1,123,1880220,0
      123592,ET6,123,592,5,123,1880220,99
      123630,ET6,123,630,2,123,1880220,0
      123683,ET6,123,683,1,123,1880220,0
      123741,ET6,123,741,2,123,1880220,0
      123760,ET6,123,760,2,123,1880220,0
      123791,ET6,123,791,1,123,1880220,0
      123806,ET6,123,806,1,123,1880220,0
      123816,ET6,123,816,1,123,1880220,0
      123873,ET6,123,873,1,123,1880220,0
      123888,ET6,123,888,2,123,1880220,0
      124 14,ET6,124,14,1,124,3114608,0
      124 71,ET6,124,71,1,124,3114608,0
      124113,ET6,124,113,1,124,3114608,0
      124151,ET6,124,151,2,124,3114608,0
      124197,ET6,124,197,1,124,3114608,0
      124262,ET6,124,262,1,124,3114608,
      124289,ET6,124,289,2,124,3114608,0
      124304,ET6,124,304,1,124,3114608,
      124353,ET6,124,353,1,124,3114608,0
      124369,ET6,124,369,1,124,3114608,
      124382,ET6,124,382,2,124,3114608,0
      124404,ET6,124,404,1,124,3114608,
      124440,ET6,124,440,1,124,3114608,0
      124443,ET6,124,443,1,124,3114608,0
      124457,ET6,124,457,1,124,3114608,0
      124522,ET6,124,522,2,124,3114608,0
      124529,ET6,124,529,2,124,3114608,0
      124584,ET6,124,584,1,124,3114608,0
      124602,ET6,124,602,1,124,3114608,0
      124630,ET6,124,630,1,124,3114608,
      124686,ET6,124,686,2,124,3114608,0
      124699,ET6,124,699,1,124,3114608,
      124708,ET6,124,708,2,124,3114608,0
      124718,ET6,124,718,1,124,3114608,0
      124748,ET6,124,748,1,124,3114608,
      124752,ET6,124,752,1,124,3114608,0
      124762,ET6,124,762,1,124,3114608,0
      124778,ET6,124,778,1,124,3114608,
      124871,ET6,124,871,1,124,3114608,0
      125 17,ET6,125,17,1,125,1390202,0
      125100,ET6,125,100,1,125,1390202,0
      125127,ET6,125,127,2,125,1390202,0
      125157,ET6,125,157,1,125,1390202,0
      125200,ET6,125,200,1,125,1390202,0
      125239,ET6,125,239,2,125,1390202,0
      125313,ET6,125,313,2,125,1390202,0
      125331,ET6,125,331,2,125,1390202,0
      125337,ET6,125,337,1,125,1390202,
      125425,ET6,125,425,2,125,1390202,0
      125468,ET6,125,468,1,125,1390202,0
      125474,ET6,125,474,2,125,1390202,0
      125475,ET6,125,475,1,125,1390202,0
      125477,ET6,125,477,2,125,1390202,0
      125503,ET6,125,503,2,125,1390202,0
      125512,ET6,125,512,1,125,1390202,0
      125537,ET6,125,537,1,125,1390202,
      125578,ET6,125,578,2,125,1390202,0
      125579,ET6,125,579,2,125,1390202,0
      125607,ET6,125,607,1,125,1390202,
      125619,ET6,125,619,2,125,1390202,0
      125696,ET6,125,696,2,125,1390202,0
      125713,ET6,125,713,2,125,1390202,
      125750,ET6,125,750,1,125,1390202,99
      125771,ET6,125,771,1,125,1390202,0
      125796,ET6,125,796,1,125,1390202,0
      125854,ET6,125,854,2,125,1390202,0
      126 21,ET6,126,21,1,126,35726,0
      126 27,ET6,126,27,2,126,35726,0
      126 35,ET6,126,35,1,126,35726,
      126 60,ET6,126,60,1,126,35726,
      126 62,ET6,126,62,2,126,35726,0
      126164,ET6,126,164,1,126,35726,0
      126212,ET6,126,212,1,126,35726,
      126282,ET6,126,282,2,126,35726,0
      126289,ET6,126,289,1,126,35726,
      126448,ET6,126,448,2,126,35726,1
      126453,ET6,126,453,1,126,35726,
      126473,ET6,126,473,2,126,35726,
      126497,ET6,126,497,2,126,35726,0
      126515,ET6,126,515,1,126,35726,
      126525,ET6,126,525,2,126,35726,0
      126534,ET6,126,534,1,126,35726,0
      126555,ET6,126,555,2,126,35726,0
      126636,ET6,126,636,1,126,35726,99
      126641,ET6,126,641,1,126,35726,0
      126708,ET6,126,708,1,126,35726,0
      126744,ET6,126,744,1,126,35726,0
      126749,ET6,126,749,2,126,35726,0
      126767,ET6,126,767,2,126,35726,
      126775,ET6,126,775,2,126,35726,0
      126776,ET6,126,776,1,126,35726,
      126800,ET6,126,800,1,126,35726,
      126813,ET6,126,813,2,126,35726,0
      126830,ET6,126,830,2,126,35726,0
      128 38,ET6,128,38,1,128,53293,0
      128 72,ET6,128,72,2,128,53293,0
      128143,ET6,128,143,1,128,53293,0
      128145,ET6,128,145,2,128,53293,0
      128197,ET6,128,197,2,128,53293,0
      128219,ET6,128,219,1,128,53293,0
      128238,ET6,128,238,2,128,53293,0
      128258,ET6,128,258,1,128,53293,0
      128262,ET6,128,262,1,128,53293,99
      128354,ET6,128,354,1,128,53293,
      128366,ET6,128,366,1,128,53293,0
      128393,ET6,128,393,2,128,53293,0
      128401,ET6,128,401,2,128,53293,0
      128415,ET6,128,415,1,128,53293,
      128513,ET6,128,513,1,128,53293,0
      128516,ET6,128,516,2,128,53293,0
      128536,ET6,128,536,2,128,53293,0
      128551,ET6,128,551,2,128,53293,0
      128570,ET6,128,570,1,128,53293,0
      128588,ET6,128,588,1,128,53293,0
      128602,ET6,128,602,1,128,53293,0
      128624,ET6,128,624,1,128,53293,0
      128719,ET6,128,719,2,128,53293,0
      128768,ET6,128,768,2,128,53293,0
      128772,ET6,128,772,1,128,53293,
      128787,ET6,128,787,2,128,53293,0
      128800,ET6,128,800,2,128,53293,0
      128820,ET6,128,820,2,128,53293,0
      128845,ET6,128,845,1,128,53293,
      128849,ET6,128,849,2,128,53293,0
      130 23,ET6,130,23,1,130,2681761,
      130 27,ET6,130,27,2,130,2681761,0
      130108,ET6,130,108,6,130,2681761,0
      130124,ET6,130,124,1,130,2681761,
      130130,ET6,130,130,1,130,2681761,0
      130172,ET6,130,172,2,130,2681761,0
      130230,ET6,130,230,1,130,2681761,0
      130279,ET6,130,279,1,130,2681761,0
      130307,ET6,130,307,2,130,2681761,
      130343,ET6,130,343,1,130,2681761,0
      130355,ET6,130,355,2,130,2681761,0
      130378,ET6,130,378,1,130,2681761,
      130395,ET6,130,395,1,130,2681761,0
      130397,ET6,130,397,1,130,2681761,0
      130428,ET6,130,428,2,130,2681761,0
      130434,ET6,130,434,1,130,2681761,
      130462,ET6,130,462,2,130,2681761,0
      130568,ET6,130,568,2,130,2681761,0
      130597,ET6,130,597,2,130,2681761,0
      130608,ET6,130,608,1,130,2681761,
      130648,ET6,130,648,1,130,2681761,
      130656,ET6,130,656,2,130,2681761,0
      130667,ET6,130,667,2,130,2681761,0
      130696,ET6,130,696,1,130,2681761,
      130719,ET6,130,719,2,130,2681761,0
      130752,ET6,130,752,1,130,2681761,0
      130754,ET6,130,754,1,130,2681761,0
      130815,ET6,130,815,2,130,2681761,0
      130833,ET6,130,833,1,130,2681761,0
      131 10,ET6,131,10,2,131,460344,0
      131 44,ET6,131,44,1,131,460344,0
      131 97,ET6,131,97,1,131,460344,0
      131147,ET6,131,147,2,131,460344,0
      131150,ET6,131,150,2,131,460344,
      131262,ET6,131,262,1,131,460344,0
      131273,ET6,131,273,1,131,460344,0
      131277,ET6,131,277,2,131,460344,0
      131314,ET6,131,314,2,131,460344,0
      131398,ET6,131,398,2,131,460344,0
      131399,ET6,131,399,1,131,460344,
      131409,ET6,131,409,1,131,460344,0
      131486,ET6,131,486,1,131,460344,0
      131501,ET6,131,501,2,131,460344,0
      131549,ET6,131,549,1,131,460344,0
      131554,ET6,131,554,1,131,460344,0
      131579,ET6,131,579,3,131,460344,0
      131634,ET6,131,634,3,131,460344,
      131671,ET6,131,671,2,131,460344,0
      131700,ET6,131,700,1,131,460344,0
      131712,ET6,131,712,1,131,460344,
      131776,ET6,131,776,4,131,460344,0
      131809,ET6,131,809,2,131,460344,0
      131819,ET6,131,819,1,131,460344,
      131826,ET6,131,826,1,131,460344,0
      131847,ET6,131,847,2,131,460344,0
      131850,ET6,131,850,2,131,460344,0
      131865,ET6,131,865,1,131,460344,0
      132 22,ET6,132,22,2,132,1180271,0
      132103,ET6,132,103,1,132,1180271,
      132114,ET6,132,114,1,132,1180271,0
      132169,ET6,132,169,1,132,1180271,0
      132207,ET6,132,207,1,132,1180271,
      132239,ET6,132,239,1,132,1180271,0
      132250,ET6,132,250,1,132,1180271,
      132253,ET6,132,253,1,132,1180271,0
      132316,ET6,132,316,1,132,1180271,0
      132402,ET6,132,402,2,132,1180271,0
      132432,ET6,132,432,2,132,1180271,0
      132471,ET6,132,471,1,132,1180271,0
      132529,ET6,132,529,1,132,1180271,0
      132535,ET6,132,535,2,132,1180271,0
      132579,ET6,132,579,1,132,1180271,
      132586,ET6,132,586,1,132,1180271,0
      132623,ET6,132,623,2,132,1180271,
      132636,ET6,132,636,2,132,1180271,0
      132643,ET6,132,643,1,132,1180271,0
      132665,ET6,132,665,1,132,1180271,0
      132683,ET6,132,683,1,132,1180271,0
      132788,ET6,132,788,1,132,1180271,0
      132801,ET6,132,801,1,132,1180271,0
      132860,ET6,132,860,2,132,1180271,
      133  5,ET6,133,5,1,133,161002,0
      133142,ET6,133,142,1,133,161002,0
      133186,ET6,133,186,1,133,161002,0
      133199,ET6,133,199,2,133,161002,0
      133202,ET6,133,202,2,133,161002,0
      133237,ET6,133,237,1,133,161002,0
      133273,ET6,133,273,1,133,161002,0
      133291,ET6,133,291,2,133,161002,0
      133295,ET6,133,295,1,133,161002,
      133298,ET6,133,298,1,133,161002,0
      133365,ET6,133,365,1,133,161002,0
      133367,ET6,133,367,1,133,161002,0
      133412,ET6,133,412,1,133,161002,
      133413,ET6,133,413,1,133,161002,0
      133426,ET6,133,426,1,133,161002,0
      133491,ET6,133,491,1,133,161002,0
      133534,ET6,133,534,2,133,161002,0
      133556,ET6,133,556,1,133,161002,0
      133632,ET6,133,632,1,133,161002,0
      133636,ET6,133,636,2,133,161002,0
      133641,ET6,133,641,2,133,161002,0
      133670,ET6,133,670,2,133,161002,0
      133700,ET6,133,700,1,133,161002,0
      133705,ET6,133,705,1,133,161002,
      133746,ET6,133,746,1,133,161002,
      133781,ET6,133,781,2,133,161002,0
      133812,ET6,133,812,1,133,161002,0
      135 58,ET6,135,58,1,135,1308970,0
      135105,ET6,135,105,1,135,1308970,
      135129,ET6,135,129,1,135,1308970,
      135183,ET6,135,183,1,135,1308970,0
      135198,ET6,135,198,1,135,1308970,0
      135250,ET6,135,250,1,135,1308970,0
      135271,ET6,135,271,1,135,1308970,0
      135292,ET6,135,292,1,135,1308970,0
      135305,ET6,135,305,1,135,1308970,0
      135326,ET6,135,326,1,135,1308970,0
      135336,ET6,135,336,1,135,1308970,0
      135450,ET6,135,450,1,135,1308970,0
      135476,ET6,135,476,1,135,1308970,0
      135490,ET6,135,490,1,135,1308970,0
      135502,ET6,135,502,1,135,1308970,0
      135513,ET6,135,513,2,135,1308970,0
      135548,ET6,135,548,1,135,1308970,0
      135560,ET6,135,560,2,135,1308970,0
      135589,ET6,135,589,1,135,1308970,0
      135634,ET6,135,634,1,135,1308970,0
      135678,ET6,135,678,1,135,1308970,0
      135686,ET6,135,686,1,135,1308970,
      135693,ET6,135,693,2,135,1308970,
      135703,ET6,135,703,1,135,1308970,
      135715,ET6,135,715,2,135,1308970,0
      135741,ET6,135,741,1,135,1308970,0
      135802,ET6,135,802,1,135,1308970,
      135812,ET6,135,812,1,135,1308970,
      135831,ET6,135,831,2,135,1308970,0
      135865,ET6,135,865,1,135,1308970,0
      136 38,ET6,136,38,2,136,124868,0
      136 44,ET6,136,44,2,136,124868,0
      136101,ET6,136,101,2,136,124868,0
      136109,ET6,136,109,1,136,124868,0
      136159,ET6,136,159,1,136,124868,0
      136210,ET6,136,210,1,136,124868,
      136268,ET6,136,268,1,136,124868,0
      136269,ET6,136,269,1,136,124868,0
      136358,ET6,136,358,1,136,124868,0
      136388,ET6,136,388,1,136,124868,0
      136391,ET6,136,391,1,136,124868,0
      136403,ET6,136,403,1,136,124868,0
      136432,ET6,136,432,1,136,124868,0
      136516,ET6,136,516,1,136,124868,0
      136518,ET6,136,518,1,136,124868,0
      136550,ET6,136,550,2,136,124868,0
      136578,ET6,136,578,3,136,124868,0
      136626,ET6,136,626,1,136,124868,0
      136696,ET6,136,696,1,136,124868,99
      136735,ET6,136,735,2,136,124868,0
      136754,ET6,136,754,1,136,124868,0
      136797,ET6,136,797,1,136,124868,0
      136806,ET6,136,806,1,136,124868,0
      136867,ET6,136,867,1,136,124868,0
      136868,ET6,136,868,1,136,124868,
      136870,ET6,136,870,1,136,124868,0
      136884,ET6,136,884,1,136,124868,0
      137 45,ET6,137,45,1,137,42899,0
      137100,ET6,137,100,1,137,42899,
      137120,ET6,137,120,1,137,42899,0
      137172,ET6,137,172,1,137,42899,0
      137219,ET6,137,219,1,137,42899,
      137220,ET6,137,220,2,137,42899,0
      137295,ET6,137,295,1,137,42899,
      137298,ET6,137,298,1,137,42899,0
      137303,ET6,137,303,2,137,42899,0
      137344,ET6,137,344,2,137,42899,
      137348,ET6,137,348,1,137,42899,0
      137356,ET6,137,356,2,137,42899,0
      137587,ET6,137,587,1,137,42899,0
      137595,ET6,137,595,1,137,42899,
      137640,ET6,137,640,1,137,42899,0
      137716,ET6,137,716,2,137,42899,0
      137718,ET6,137,718,1,137,42899,
      137731,ET6,137,731,2,137,42899,0
      137754,ET6,137,754,1,137,42899,0
      137758,ET6,137,758,1,137,42899,
      137759,ET6,137,759,2,137,42899,0
      137774,ET6,137,774,1,137,42899,
      137792,ET6,137,792,1,137,42899,0
      137846,ET6,137,846,1,137,42899,
      137855,ET6,137,855,1,137,42899,
      137866,ET6,137,866,4,137,42899,0
      137886,ET6,137,886,2,137,42899,0
      138 11,ET6,138,11,2,138,47979,0
      138 37,ET6,138,37,1,138,47979,99
      138 51,ET6,138,51,2,138,47979,0
      138105,ET6,138,105,2,138,47979,0
      138120,ET6,138,120,2,138,47979,0
      138136,ET6,138,136,2,138,47979,0
      138177,ET6,138,177,2,138,47979,0
      138188,ET6,138,188,1,138,47979,0
      138210,ET6,138,210,1,138,47979,0
      138223,ET6,138,223,1,138,47979,0
      138264,ET6,138,264,2,138,47979,0
      138293,ET6,138,293,1,138,47979,0
      138303,ET6,138,303,1,138,47979,99
      138331,ET6,138,331,1,138,47979,0
      138350,ET6,138,350,1,138,47979,0
      138353,ET6,138,353,2,138,47979,0
      138380,ET6,138,380,1,138,47979,0
      138414,ET6,138,414,1,138,47979,0
      138417,ET6,138,417,1,138,47979,0
      138562,ET6,138,562,2,138,47979,0
      138588,ET6,138,588,1,138,47979,0
      138601,ET6,138,601,2,138,47979,0
      138622,ET6,138,622,1,138,47979,
      138653,ET6,138,653,1,138,47979,0
      138721,ET6,138,721,2,138,47979,
      138747,ET6,138,747,1,138,47979,
      138763,ET6,138,763,1,138,47979,0
      138774,ET6,138,774,7,138,47979,0
      138785,ET6,138,785,1,138,47979,0
      138833,ET6,138,833,1,138,47979,0
      139 28,ET6,139,28,1,139,844040,
      139 44,ET6,139,44,4,139,844040,99
      139 63,ET6,139,63,1,139,844040,
      139250,ET6,139,250,1,139,844040,0
      139304,ET6,139,304,1,139,844040,0
      139313,ET6,139,313,1,139,844040,0
      139323,ET6,139,323,1,139,844040,0
      139334,ET6,139,334,2,139,844040,0
      139451,ET6,139,451,1,139,844040,
      139453,ET6,139,453,1,139,844040,
      139562,ET6,139,562,1,139,844040,0
      139568,ET6,139,568,2,139,844040,0
      139603,ET6,139,603,1,139,844040,
      139648,ET6,139,648,1,139,844040,
      139649,ET6,139,649,1,139,844040,0
      139684,ET6,139,684,2,139,844040,0
      139716,ET6,139,716,1,139,844040,0
      139768,ET6,139,768,1,139,844040,
      139822,ET6,139,822,1,139,844040,0
      139830,ET6,139,830,1,139,844040,0
      139835,ET6,139,835,1,139,844040,0
      139836,ET6,139,836,2,139,844040,0
      139839,ET6,139,839,1,139,844040,0
      139882,ET6,139,882,1,139,844040,
      140 70,ET6,140,70,1,140,308070,0
      140131,ET6,140,131,1,140,308070,0
      140136,ET6,140,136,3,140,308070,0
      140143,ET6,140,143,1,140,308070,0
      140147,ET6,140,147,2,140,308070,0
      140166,ET6,140,166,1,140,308070,0
      140195,ET6,140,195,1,140,308070,0
      140215,ET6,140,215,2,140,308070,0
      140285,ET6,140,285,1,140,308070,
      140320,ET6,140,320,1,140,308070,0
      140361,ET6,140,361,3,140,308070,0
      140379,ET6,140,379,3,140,308070,0
      140403,ET6,140,403,2,140,308070,0
      140406,ET6,140,406,1,140,308070,0
      140454,ET6,140,454,1,140,308070,0
      140515,ET6,140,515,3,140,308070,0
      140656,ET6,140,656,1,140,308070,0
      140660,ET6,140,660,1,140,308070,0
      140744,ET6,140,744,1,140,308070,
      140817,ET6,140,817,2,140,308070,0
      140854,ET6,140,854,1,140,308070,0
      140857,ET6,140,857,1,140,308070,0
      140859,ET6,140,859,2,140,308070,0
      140870,ET6,140,870,1,140,308070,
      141  9,ET6,141,9,2,141,577833,0
      141 27,ET6,141,27,2,141,577833,0
      141 34,ET6,141,34,1,141,577833,0
      141 80,ET6,141,80,1,141,577833,0
      141136,ET6,141,136,1,141,577833,0
      141169,ET6,141,169,5,141,577833,99
      141222,ET6,141,222,1,141,577833,0
      141326,ET6,141,326,2,141,577833,99
      141339,ET6,141,339,2,141,577833,99
      141432,ET6,141,432,2,141,577833,0
      141454,ET6,141,454,2,141,577833,0
      141460,ET6,141,460,1,141,577833,0
      141469,ET6,141,469,2,141,577833,0
      141486,ET6,141,486,2,141,577833,0
      141535,ET6,141,535,2,141,577833,0
      141554,ET6,141,554,2,141,577833,0
      141578,ET6,141,578,2,141,577833,99
      141607,ET6,141,607,3,141,577833,0
      141648,ET6,141,648,1,141,577833,99
      141673,ET6,141,673,1,141,577833,0
      141680,ET6,141,680,1,141,577833,
      141685,ET6,141,685,2,141,577833,0
      141713,ET6,141,713,2,141,577833,0
      141720,ET6,141,720,2,141,577833,0
      141765,ET6,141,765,1,141,577833,0
      141806,ET6,141,806,2,141,577833,0
      142113,ET6,142,113,2,142,173028,0
      142137,ET6,142,137,2,142,173028,0
      142140,ET6,142,140,2,142,173028,0
      142190,ET6,142,190,1,142,173028,
      142239,ET6,142,239,1,142,173028,0
      142261,ET6,142,261,2,142,173028,0
      142302,ET6,142,302,1,142,173028,0
      142341,ET6,142,341,2,142,173028,0
      142410,ET6,142,410,1,142,173028,
      142458,ET6,142,458,1,142,173028,0
      142520,ET6,142,520,1,142,173028,
      142526,ET6,142,526,1,142,173028,0
      142544,ET6,142,544,1,142,173028,0
      142554,ET6,142,554,2,142,173028,0
      142558,ET6,142,558,1,142,173028,0
      142574,ET6,142,574,1,142,173028,0
      142578,ET6,142,578,2,142,173028,0
      142607,ET6,142,607,1,142,173028,0
      142626,ET6,142,626,1,142,173028,
      142637,ET6,142,637,1,142,173028,0
      142649,ET6,142,649,2,142,173028,0
      142743,ET6,142,743,2,142,173028,0
      142753,ET6,142,753,1,142,173028,
      142754,ET6,142,754,1,142,173028,0
      142769,ET6,142,769,1,142,173028,0
      142818,ET6,142,818,2,142,173028,0
      142819,ET6,142,819,1,142,173028,0
      142871,ET6,142,871,1,142,173028,0
      143 27,ET6,143,27,1,143,1477959,99
      143 44,ET6,143,44,1,143,1477959,0
      143 85,ET6,143,85,1,143,1477959,0
      143130,ET6,143,130,3,143,1477959,0
      143135,ET6,143,135,1,143,1477959,0
      143142,ET6,143,142,1,143,1477959,0
      143175,ET6,143,175,1,143,1477959,0
      143178,ET6,143,178,2,143,1477959,0
      143186,ET6,143,186,1,143,1477959,0
      143211,ET6,143,211,1,143,1477959,0
      143229,ET6,143,229,3,143,1477959,0
      143282,ET6,143,282,1,143,1477959,0
      143356,ET6,143,356,1,143,1477959,99
      143449,ET6,143,449,2,143,1477959,0
      143491,ET6,143,491,1,143,1477959,0
